rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_range,train/approx_kl,train/loss,train/value_loss,train/learning_rate
72.84,451,-11.110999999999999,262144,128,581,0.211376953125,-0.013809567684074864,0.5434025526046753,1270,-0.7215563625097274,0.2,0.063391425,5.657283782958984,22.450690561532973,0.0003
70.49,454,-9.370499999999998,264192,129,581,0.19794921875,-0.016911452118074523,0.7526087164878845,1280,-0.8992328271269798,0.2,0.028022932,7.359802722930908,25.8685054898262,0.0003
69.04,458,-7.287999999999999,266240,130,581,0.221142578125,-0.019762824691133572,0.5819096565246582,1290,-0.7640213236212731,0.2,0.031583823,3.876215696334839,21.552536982297898,0.0003
75.17,461,-13.717499999999996,268288,131,581,0.197314453125,-0.014984776676283219,0.7315649390220642,1300,-0.7905885972082615,0.2,0.03973503,4.158642292022705,20.610127133131027,0.0003
76.35,465,-14.295499999999997,270336,132,580,0.231494140625,-0.012612726108636707,0.28997641801834106,1310,-0.781134407222271,0.2,0.027874095,6.797089099884033,24.0709790289402,0.0003
76.08,468,-14.092999999999995,272384,133,580,0.196826171875,-0.011961124965455382,0.42778998613357544,1320,-0.8459905378520489,0.2,0.024604794,4.373798370361328,23.423258233070374,0.0003
67.36,472,-6.787000000000002,274432,134,580,0.219287109375,-0.016419688731548376,0.7151094675064087,1330,-0.7752972334623337,0.2,0.037798855,5.61506462097168,22.257810914516448,0.0003
58.34,477,0.17100000000000065,276480,135,579,0.249560546875,-0.030597630291595124,0.4512437582015991,1340,-0.6043405920267105,0.2,0.039319098,5.222034454345703,21.96355057954788,0.0003
59.1,481,-0.4010000000000005,278528,136,578,0.242333984375,-0.01476445096777752,0.7458757162094116,1350,-0.7082579828798771,0.2,0.048708163,5.152848720550537,20.39817832708359,0.0003
67.62,485,-8.267000000000001,280576,137,577,0.196826171875,-0.007970968872541562,0.7348264455795288,1360,-0.8004637561738491,0.2,0.02159483,4.532771110534668,23.811751890182496,0.0003
69.37,490,-9.1285,282624,138,576,0.20859375,-0.011407013610005378,0.6528233289718628,1370,-0.8275409586727619,0.2,0.032904975,3.9002344608306885,18.745334714651108,0.0003
68.51,496,-8.8335,284672,139,573,0.205810546875,-0.014372313671628945,0.8060938715934753,1380,-0.6677237413823605,0.2,0.03678317,6.560085296630859,32.7502134680748,0.0003
67.66,501,-7.876,286720,140,571,0.210595703125,-0.004859963757917285,0.6728023290634155,1390,-0.7085889637470245,0.2,0.043140434,2.768218994140625,18.673167300224303,0.0003
66.48,506,-6.137,288768,141,569,0.20830078125,-0.001995941551285796,0.6692564487457275,1400,-0.714610931277275,0.2,0.031071182,2.395662546157837,17.871964532136918,0.0003
69.11,512,-9.0045,290816,142,567,0.272900390625,-0.015570075693540275,0.20296895503997803,1410,-0.7992188923060894,0.2,0.031811073,4.602789878845215,20.161091101169585,0.0003
66.62,517,-6.741000000000001,292864,143,565,0.18203125,-0.011377430945867673,0.5742969512939453,1420,-0.7218563720583916,0.2,0.040441766,4.762472152709961,19.94120975136757,0.0003
69.21,521,-9.711500000000001,294912,144,565,0.24521484375,-0.021327803458552806,0.4664912223815918,1430,-0.7290007874369622,0.2,0.03476938,5.688608646392822,24.498145878314972,0.0003
67.88,526,-7.704000000000001,296960,145,564,0.1884765625,-0.009840440895641223,0.6220216751098633,1440,-0.672898668050766,0.2,0.029073404,3.8416247367858887,22.393159687519073,0.0003
